CPU: ID 0x306a9, Processor Type 0x0, Family 0x6, Model 0x3a, Stepping 0x9
Northbridge: 8086:0150 (3rd generation (Ivy Bridge family) Core Processor (Desktop))
Southbridge: 8086:1e4a (H77)
IGD: 8086:0152 (Intel(R) HD 2500 Graphics)

============= GPIOS =============

GPIOBASE = 0x0500 (IO)

gpiobase+0x0000: 0xb96befe3 (GPIO_USE_SEL)
gpiobase+0x0000: 0xb96ba1ff (GPIO_USE_SEL) DEFAULT
gpiobase+0x0000: 0x00004e1c (GPIO_USE_SEL) DIFF
gpiobase+0x0004: 0x06fe4ee3 (GP_IO_SEL)
gpiobase+0x0004: 0xeeff6eff (GP_IO_SEL) DEFAULT
gpiobase+0x0004: 0xe801201c (GP_IO_SEL) DIFF
gpiobase+0x0008: 0x00000000 (RESERVED)
gpiobase+0x000c: 0x60da5ebf (GP_LVL)
gpiobase+0x000c: 0x02fe0100 (GP_LVL) DEFAULT
gpiobase+0x000c: 0x62245fbf (GP_LVL) DIFF
gpiobase+0x0010: 0x00000000 (RESERVED)
gpiobase+0x0014: 0x00000000 (RESERVED)
gpiobase+0x0018: 0x00040000 (GPO_BLINK)
gpiobase+0x001c: 0x00000000 (GP_SER_BLINK)
gpiobase+0x0020: 0x00080000 (GP_SB_CMDSTS)
gpiobase+0x0024: 0x00000000 (GP_SB_DATA)
gpiobase+0x0028: 0x0000     (GPI_NMI_EN)
gpiobase+0x002a: 0x0000     (GPI_NMI_STS)
gpiobase+0x002c: 0x00000000 (GPI_INV)
gpiobase+0x0030: 0x020374fb (GPIO_USE_SEL2)
gpiobase+0x0030: 0x020300ff (GPIO_USE_SEL2) DEFAULT
gpiobase+0x0030: 0x00007404 (GPIO_USE_SEL2) DIFF
gpiobase+0x0034: 0x1f578ff0 (GP_IO_SEL2)
gpiobase+0x0034: 0x1f57fff4 (GP_IO_SEL2) DEFAULT
gpiobase+0x0034: 0x00007004 (GP_IO_SEL2) DIFF
gpiobase+0x0038: 0xfcfc6f07 (GP_LVL2)
gpiobase+0x0038: 0xa4aa0007 (GP_LVL2) DEFAULT
gpiobase+0x0038: 0x58566f00 (GP_LVL2) DIFF
gpiobase+0x003c: 0x00000000 (RESERVED)
gpiobase+0x0040: 0x000001b0 (GPIO_USE_SEL3)
gpiobase+0x0040: 0x00000130 (GPIO_USE_SEL3) DEFAULT
gpiobase+0x0040: 0x00000080 (GPIO_USE_SEL3) DIFF
gpiobase+0x0044: 0x00000ff0 (GP_IO_SEL3)
gpiobase+0x0048: 0x00000dff (GP_LVL3)
gpiobase+0x0048: 0x000000c0 (GP_LVL3) DEFAULT
gpiobase+0x0048: 0x00000d3f (GP_LVL3) DIFF
gpiobase+0x004c: 0x00000000 (RESERVED)
gpiobase+0x0050: 0x00000000 (RESERVED)
gpiobase+0x0054: 0x00000000 (RESERVED)
gpiobase+0x0058: 0x00000000 (RESERVED)
gpiobase+0x005c: 0x00000000 (RESERVED)
gpiobase+0x0060: 0x00000000 (GP_RST_SEL1)
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DEFAULT
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DIFF
gpiobase+0x0064: 0x00000000 (GP_RST_SEL2)
gpiobase+0x0068: 0x00000000 (GP_RST_SEL3)
gpiobase+0x006c: 0x00000000 (RESERVED)
gpiobase+0x0070: 0x00000000 (RESERVED)
gpiobase+0x0074: 0x00000000 (RESERVED)
gpiobase+0x0078: 0x00000000 (RESERVED)
gpiobase+0x007c: 0x00000000 (RESERVED)



============= RCBA ==============

RCBA = 0xfed1c000 (MEM)

0x0050: 0x812a0654
0x0d79a0: 0xa143003f
0x0d79a4: 0xa143003f
0x0d79a8: 0xa143003f
0x0d79ac: 0xa143003f
0x0d79b0: 0xa143003f
0x0d79b4: 0xa143003f
0x0d79b8: 0xa143003f
0x0d79bc: 0xa143003f
0x0d79c0: 0xa143003f
0x0d79c4: 0xa143003f
0x0d79c8: 0xa143003f
0x0d79cc: 0xa143003f
0x0d79d0: 0xa143003f
0x0d79d4: 0xa143003f
0x0d79d8: 0xa143003f
0x0d79dc: 0xa143003f
0x0d79e0: 0xa143003f
0x0d79e4: 0xa143003f
0x0d79e8: 0xa143003f
0x0d79ec: 0xa143003f
0x0d79f0: 0xa143003f
0x0d79f4: 0xa143003f
0x0d79f8: 0xa143003f
0x0d79fc: 0xa143003f
0x0d7a00: 0xa143003f
0x0d7a04: 0xa143003f
0x0d7a08: 0xa143003f
0x0d7a0c: 0xa143003f
0x0d7a10: 0xa143003f
0x0d7a14: 0xa143003f
0x0d7a18: 0xa143003f
0x0d7a1c: 0xa143003f
0x0d7a20: 0xa143003f
0x0d7a24: 0xa143003f
0x0d7a28: 0xa143003f
0x0d7a2c: 0xa143003f
0x0d7a30: 0xa143003f
0x0d7a34: 0xa143003f
0x0d7a38: 0xa143003f
0x0d7a3c: 0xa143003f
0x0d7a40: 0xa143003f
0x0d7a44: 0xa143003f
0x0d7a48: 0xa143003f
0x0d7a4c: 0xa143003f
0x0d7a50: 0xa143003f
0x0d7a54: 0xa143003f
0x0d7a58: 0xa143003f
0x0d7a5c: 0xa143003f
0x0d7a60: 0xa143003f
0x0d7a64: 0xa143003f
0x0d7a68: 0xa143003f
0x0d7a6c: 0xa143003f
0x0d7a70: 0xa143003f
0x0d7a74: 0xa143003f
0x0d7a78: 0xa143003f
0x0d7a7c: 0xa143003f
0x0d7a80: 0xa143003f
0x0d7a84: 0xa143003f
0x0d7a88: 0xa143003f
0x0d7a8c: 0xa143003f
0x0d7a90: 0xa143003f
0x0d7a94: 0xa143003f
0x0d7a98: 0xa143003f
0x0d7a9c: 0xa143003f
0x0d7aa0: 0xa143003f
0x0d7aa4: 0xa143003f
0x0d7aa8: 0xa143003f
0x0d7aac: 0xa143003f
0x0d7ab0: 0xa143003f
0x0d7ab4: 0xa143003f
0x0d7ab8: 0xa143003f
0x0d7abc: 0xa143003f
0x0d7ac0: 0xa143003f
0x0d7ac4: 0xa143003f
0x0d7ac8: 0xa143003f
0x0d7acc: 0xa143003f
0x0d7ad0: 0xa143003f
0x0d7ad4: 0xa143003f
0x0d7ad8: 0xa143003f
0x0d7adc: 0xa143003f
0x0d7ae0: 0xa143003f
0x0d7ae4: 0xa143003f
0x0d7ae8: 0xa143003f
0x0d7aec: 0xa143003f
0x0d7af0: 0xa143003f
0x0d7af4: 0xa143003f
0x0d7af8: 0xa143003f
0x0d7afc: 0xa143003f
0x0d7b00: 0xa143003f
0x0d7b04: 0xa143003f
0x0d7b08: 0xa143003f
0x0d7b0c: 0xa143003f
0x0d7b10: 0xa143003f
0x0d7b14: 0xa143003f
0x0d7b18: 0xa143003f
0x0d7b1c: 0xa143003f
0x0d7b20: 0xa143003f
0x0d7b24: 0xa143003f
0x0d7b28: 0xa143003f
0x0d7b2c: 0xa143003f
0x0d7b30: 0xa143003f
0x0d7b34: 0xa143003f
0x0d7b38: 0xa143003f
0x0d7b3c: 0xa143003f
0x0d7b40: 0xa143003f
0x0d7b44: 0xa143003f
0x0d7b48: 0xa143003f
0x0d7b4c: 0xa143003f
0x0d7b50: 0xa143003f
0x0d7b54: 0xa143003f
0x0d7b58: 0xa143003f
0x0d7b5c: 0xa143003f
0x0d7b60: 0xa143003f
0x0d7b64: 0xa143003f
0x0d7b68: 0xa143003f
0x0d7b6c: 0xa143003f
0x0d7b70: 0xa143003f
0x0d7b74: 0xa143003f
0x0d7b78: 0xa143003f
0x0d7b7c: 0xa143003f
0x0d7b80: 0xa143003f
0x0d7b84: 0xa143003f
0x0d7b88: 0xa143003f
0x0d7b8c: 0xa143003f
0x0d7b90: 0xa143003f
0x0d7b94: 0xa143003f
0x0d7b98: 0xa143003f
0x0d7b9c: 0xa143003f
0x0d7ba0: 0xa143003f
0x0d7ba4: 0xa143003f
0x0d7ba8: 0xa143003f
0x0d7bac: 0xa143003f
0x0d7bb0: 0xa143003f
0x0d7bb4: 0xa143003f
0x0d7bb8: 0xa143003f
0x0d7bbc: 0xa143003f
0x0d7bc0: 0xa143003f
0x0d7bc4: 0xa143003f
0x0d7bc8: 0xa143003f
0x0d7bcc: 0xa143003f
0x0d7bd0: 0xa143003f
0x0d7bd4: 0xa143003f
0x0d7bd8: 0xa143003f
0x0d7bdc: 0xa143003f
0x0d7be0: 0xa143003f
0x0d7be4: 0xa143003f
0x0d7be8: 0xa143003f
0x0d7bec: 0xa143003f
0x0d7bf0: 0xa143003f
0x0d7bf4: 0xa143003f
0x0d7bf8: 0xa143003f
0x0d7bfc: 0xa143003f
0x0d7c00: 0xa143003f
0x0d7c04: 0xa143003f
0x0d7c08: 0xa143003f
0x0d7c0c: 0xa143003f
0x0d7c10: 0xa143003f
0x0d7c14: 0xa143003f
0x0d7c18: 0xa143003f
0x0d7c1c: 0xa143003f
0x0d7c20: 0xa143003f
0x0d7c24: 0xa143003f
0x0d7c28: 0xa143003f
0x0d7c2c: 0xa143003f
0x0d7c30: 0xa143003f
0x0d7c34: 0xa143003f
0x0d7c38: 0xa143003f
0x0d7c3c: 0xa143003f
0x0d7c40: 0xa143003f
0x0d7c44: 0xa143003f
0x0d7c48: 0xa143003f
0x0d7c4c: 0xa143003f
0x0d7c50: 0xa143003f
0x0d7c54: 0xa143003f
0x0d7c58: 0xa143003f
0x0d7c5c: 0xa143003f
0x0d7c60: 0xa143003f
0x0d7c64: 0xa143003f
0x0d7c68: 0xa143003f
0x0d7c6c: 0xa143003f
0x0d7c70: 0xa143003f
0x0d7c74: 0xa143003f
0x0d7c78: 0xa143003f
0x0d7c7c: 0xa143003f
0x0d7c80: 0xa143003f
0x0d7c84: 0xa143003f
0x0d7c88: 0xa143003f
0x0d7c8c: 0xa143003f
0x0d7c90: 0xa143003f
0x0d7c94: 0xa143003f
0x0d7c98: 0xa143003f
0x0d7c9c: 0xa143003f
0x0d7ca0: 0xa143003f
0x0d7ca4: 0xa143003f
0x0d7ca8: 0xa143003f
0x0d7cac: 0xa143003f
0x0d7cb0: 0xa143003f
0x0d7cb4: 0xa143003f
0x0d7cb8: 0xa143003f
0x0d7cbc: 0xa143003f
0x0d7cc0: 0xa143003f
0x0d7cc4: 0xa143003f
0x0d7cc8: 0xa143003f
0x0d7ccc: 0xa143003f
0x0d7cd0: 0xa143003f
0x0d7cd4: 0xa143003f
0x0d7cd8: 0xa143003f
0x0d7cdc: 0xa143003f
0x0d7ce0: 0xa143003f
0x0d7ce4: 0xa143003f
0x0d7ce8: 0xa143003f
0x0d7cec: 0xa143003f
0x0d7cf0: 0xa143003f
0x0d7cf4: 0xa143003f
0x0d7cf8: 0xa143003f
0x0d7cfc: 0xa143003f
0x0d7d00: 0xa143003f
0x0d7d04: 0xa143003f
0x0d7d08: 0xa143003f
0x0d7d0c: 0x00000000
0x0d7d14: 0x00101010
0x0d810c: 0x00000000
0x0d8118: 0xa143003f
0x0d811c: 0xa143003f
0x0d8120: 0xa143003f
0x0d8124: 0xa143003f
0x0d8128: 0xa143003f
0x0d812c: 0xa143003f
0x0d8130: 0xa143003f
0x0d8134: 0xa143003f
0x0d8138: 0xa143003f
0x0d813c: 0xa143003f
0x0d8140: 0xa143003f
0x0d8144: 0xa143003f
0x0d8148: 0xa143003f
0x0d814c: 0xa143003f
0x0d8150: 0xa143003f
0x0d8154: 0xa143003f
0x0d8158: 0xa143003f
0x0d815c: 0xa143003f
0x0d8160: 0xa143003f
0x0d8164: 0xa143003f
0x0d8168: 0xa143003f
0x0d816c: 0xa143003f
0x0d8170: 0xa143003f
0x0d8174: 0xa143003f
0x0d8178: 0xa143003f
0x0d817c: 0xa143003f
0x0d8180: 0xa143003f
0x0d8184: 0xa143003f
0x0d8188: 0xa143003f
0x0d818c: 0xa143003f
0x0d8190: 0xa143003f
0x0d8194: 0xa143003f
0x0d8198: 0xa143003f
0x0d819c: 0xa143003f
0x0d81a0: 0xa143003f
0x0d81a4: 0xa143003f
0x0d81a8: 0xa143003f
0x0d81ac: 0xa143003f
0x0d81b0: 0xa143003f
0x0d81b4: 0xa143003f
0x0d81b8: 0xa143003f
0x0d81bc: 0xa143003f
0x0d81c0: 0xa143003f
0x0d81c4: 0xa143003f
0x0d81c8: 0xa143003f
0x0d81cc: 0xa143003f
0x0d81d0: 0xa143003f
0x0d81d4: 0xa143003f
0x0d81d8: 0xa143003f
0x0d81dc: 0xa143003f
0x0d81e0: 0xa143003f
0x0d81e4: 0xa143003f
0x0d81e8: 0xa143003f
0x0d81ec: 0xa143003f
0x0d81f0: 0xa143003f
0x0d81f4: 0xa143003f
0x0d81f8: 0xa143003f
0x0d81fc: 0xa143003f
0x0d8200: 0xa143003f
0x0d8204: 0xa143003f
0x0d8208: 0xa143003f
0x0d820c: 0xa143003f
0x0d8210: 0xa143003f
0x0d8214: 0xa143003f
0x0d8218: 0xa143003f
0x0d821c: 0xa143003f
0x0d8220: 0xa143003f
0x0d8224: 0xa143003f
0x0d8228: 0xa143003f
0x0d822c: 0xa143003f
0x0d8230: 0xa143003f
0x0d8234: 0xa143003f
0x0d8238: 0xa143003f
0x0d823c: 0xa143003f
0x0d8240: 0xa143003f
0x0d8244: 0xa143003f
0x0d8248: 0xa143003f
0x0d824c: 0xa143003f
0x0d8250: 0xa143003f
0x0d8254: 0xa143003f
0x0d8258: 0xa143003f
0x0d825c: 0xa143003f
0x0d8260: 0xa143003f
0x0d8264: 0xa143003f
0x0d8268: 0xa143003f
0x0d826c: 0xa143003f
0x0d8270: 0xa143003f
0x0d8274: 0xa143003f
0x0d8278: 0xa143003f
0x0d827c: 0xa143003f
0x0d8280: 0xa143003f
0x0d8284: 0xa143003f
0x0d8288: 0xa143003f
0x0d828c: 0xa143003f
0x0d8290: 0xa143003f
0x0d8294: 0xa143003f
0x0d8298: 0xa143003f
0x0d829c: 0xa143003f
0x0d82a0: 0xa143003f
0x0d82a4: 0xa143003f
0x0d82a8: 0xa143003f
0x0d82ac: 0xa143003f
0x0d82b0: 0xa143003f
0x0d82b4: 0xa143003f
0x0d82b8: 0xa143003f
0x0d82bc: 0xa143003f
0x0d82c0: 0xa143003f
0x0d82c4: 0xa143003f
0x0d82c8: 0xa143003f
0x0d82cc: 0xa143003f
0x0d82d0: 0xa143003f
0x0d82d4: 0xa143003f
0x0d82d8: 0xa143003f
0x0d82dc: 0xa143003f
0x0d82e0: 0xa143003f
0x0d82e4: 0xa143003f
0x0d82e8: 0xa143003f
0x0d82ec: 0xa143003f
0x0d82f0: 0xa143003f
0x0d82f4: 0xa143003f
0x0d82f8: 0xa143003f
0x0d82fc: 0xa143003f
0x0d8300: 0xa143003f
0x0d8304: 0xa143003f
0x0d8308: 0xa143003f
0x0d830c: 0xa143003f
0x0d8310: 0xa143003f
0x0d8314: 0xa143003f
0x0d8318: 0xa143003f
0x0d831c: 0xa143003f
0x0d8320: 0xa143003f
0x0d8324: 0xa143003f
0x0d8328: 0xa143003f
0x0d832c: 0xa143003f
0x0d8330: 0xa143003f
0x0d8334: 0xa143003f
0x0d8338: 0xa143003f
0x0d833c: 0xa143003f
0x0d8340: 0xa143003f
0x0d8344: 0xa143003f
0x0d8348: 0xa143003f
0x0d834c: 0xa143003f
0x0d8350: 0xa143003f
0x0d8354: 0xa143003f
0x0d8358: 0xa143003f
0x0d835c: 0xa143003f
0x0d8360: 0xa143003f
0x0d8364: 0xa143003f
0x0d8368: 0xa143003f
0x0d836c: 0xa143003f
0x0d8370: 0xa143003f
0x0d8374: 0xa143003f
0x0d8378: 0xa143003f
0x0d837c: 0xa143003f
0x0d8380: 0xa143003f
0x0d8384: 0xa143003f
0x0d8388: 0xa143003f
0x0d838c: 0xa143003f
0x0d8390: 0xa143003f
0x0d8394: 0xa143003f
0x0d8398: 0xa143003f
0x0d839c: 0xa143003f
0x0d83a0: 0xa143003f
0x0d83a4: 0xa143003f
0x0d83a8: 0xa143003f
0x0d83ac: 0xa143003f
0x0d83b0: 0xa143003f
0x0d83b4: 0xa143003f
0x0d83b8: 0xa143003f
0x0d83bc: 0xa143003f
0x0d83c0: 0xa143003f
0x0d83c4: 0xa143003f
0x0d83c8: 0xa143003f
0x0d83cc: 0xa143003f
0x0d83d0: 0xa143003f
0x0d83d4: 0xa143003f
0x0d83d8: 0xa143003f
0x0d83dc: 0xa143003f
0x0d83e0: 0xa143003f
0x0d83e4: 0xa143003f
0x0d83e8: 0xa143003f
0x0d83ec: 0xa143003f
0x0d83f0: 0xa143003f
0x0d83f4: 0xa143003f
0x0d83f8: 0xa143003f
0x0d83fc: 0xa143003f
0x0d8400: 0xa143003f
0x0d8404: 0xa143003f
0x0d8408: 0xa143003f
0x0d840c: 0xa143003f
0x0d8410: 0xa143003f
0x0d8414: 0xa143003f
0x0d8418: 0xa143003f
0x0d841c: 0xa143003f
0x0d8420: 0xa143003f
0x0d8424: 0xa143003f
0x0d8428: 0xa143003f
0x0d842c: 0xa143003f
0x0d8430: 0xa143003f
0x0d8434: 0xa143003f
0x0d8438: 0xa143003f
0x0d843c: 0xa143003f
0x0d8440: 0xa143003f
0x0d8444: 0xa143003f
0x0d8448: 0xa143003f
0x0d844c: 0xa143003f
0x0d8450: 0xa143003f
0x0d8454: 0xa143003f
0x0d8458: 0xa143003f
0x0d845c: 0xa143003f
0x0d8460: 0xa143003f
0x0d8464: 0xa143003f
0x0d8468: 0xa143003f
0x0d846c: 0xa143003f
0x0d8470: 0xa143003f
0x0d8474: 0xa143003f
0x0d8478: 0xa143003f
0x0d847c: 0xa143003f
0x0d8480: 0xa143003f
0x0d8484: 0xa143003f
0x0d8488: 0xa143003f
0x0d848c: 0xa143003f
0x0d8490: 0xa143003f
0x0d8494: 0xa143003f
0x0d8498: 0xa143003f
0x0d849c: 0xa143003f
0x0d84a0: 0xa143003f
0x0d84a4: 0xa143003f
0x0d84a8: 0xa143003f
0x0d84ac: 0xa143003f
0x0d84b0: 0xa143003f
0x0d84b4: 0xa143003f
0x0d84b8: 0xa143003f
0x0d84bc: 0xa143003f
0x0d84c0: 0xa143003f
0x0d84c4: 0xa143003f
0x0d84c8: 0xa143003f
0x0d84cc: 0xa143003f
0x0d84d0: 0xa143003f
0x0d84d4: 0xa143003f
0x0d84d8: 0xa143003f
0x0d84dc: 0xa143003f
0x0d84e0: 0xa143003f
0x0d84e4: 0xa143003f
0x0d84e8: 0xa143003f
0x0d84ec: 0xa143003f
0x0d84f0: 0xa143003f
0x0d84f4: 0xa143003f
0x0d84f8: 0xa143003f
0x0d84fc: 0xa143003f
0x0d8500: 0xa143003f
0x0d8504: 0xa143003f
0x0d8508: 0xa143003f
0x0d850c: 0xa143003f
0x0d8510: 0xa143003f
0x0d8514: 0xa143003f
0x0d8518: 0xa143003f
0x0d851c: 0xa143003f
0x0d8520: 0xa143003f
0x0d8524: 0xa143003f
0x0d8528: 0xa143003f
0x0d852c: 0xa143003f
0x0d8530: 0xa143003f
0x0d8534: 0xa143003f
0x0d8538: 0xa143003f
0x0d853c: 0xa143003f
0x0d8540: 0xa143003f
0x0d8544: 0xa143003f
0x0d8548: 0xa143003f
0x0d854c: 0xa143003f
0x0d8550: 0xa143003f
0x0d8554: 0xa143003f
0x0d8558: 0xa143003f
0x0d855c: 0xa143003f
0x0d8560: 0xa143003f
0x0d8564: 0xa143003f
0x0d8568: 0xa143003f
0x0d856c: 0xa143003f
0x0d8570: 0xa143003f
0x0d8574: 0xa143003f
0x0d8578: 0xa143003f
0x0d857c: 0xa143003f
0x0d8580: 0xa143003f
0x0d8584: 0xa143003f
0x0d8588: 0xa143003f
0x0d858c: 0xa143003f
0x0d8590: 0xa143003f
0x0d8594: 0xa143003f
0x0d8598: 0xa143003f
0x0d859c: 0xa143003f
0x0d85a0: 0xa143003f
0x0d85a4: 0xa143003f
0x0d85a8: 0xa143003f
0x0d85ac: 0xa143003f
0x0d85b0: 0xa143003f
0x0d85b4: 0xa143003f
0x0d85b8: 0xa143003f
0x0d85bc: 0xa143003f
0x0d85c0: 0xa143003f
0x0d85c4: 0xa143003f
0x0d85c8: 0xa143003f
0x0d85cc: 0xa143003f
0x0d85d0: 0xa143003f
0x0d85d4: 0xa143003f
0x0d85d8: 0xa143003f
0x0d85dc: 0xa143003f
0x0d85e0: 0xa143003f
0x0d85e4: 0xa143003f
0x0d85e8: 0xa143003f
0x0d85ec: 0xa143003f
0x0d85f0: 0xa143003f
0x0d85f4: 0xa143003f
0x0d85f8: 0xa143003f
0x0d85fc: 0xa143003f
0x0d8600: 0xa143003f
0x0d8604: 0xa143003f
0x0d8608: 0xa143003f
0x0d860c: 0xa143003f
0x0d8610: 0xa143003f
0x0d8614: 0xa143003f
0x0d8618: 0xa143003f
0x0d861c: 0xa143003f
0x0d8620: 0xa143003f
0x0d8624: 0xa143003f
0x0d8628: 0xa143003f
0x0d862c: 0xa143003f
0x0d8630: 0xa143003f
0x0d8634: 0xa143003f
0x0d8638: 0xa143003f
0x0d863c: 0xa143003f
0x0d8640: 0xa143003f
0x0d8644: 0xa143003f
0x0d8648: 0xa143003f
0x0d864c: 0xa143003f
0x0d8650: 0xa143003f
0x0d8654: 0xa143003f
0x0d8658: 0xa143003f
0x0d865c: 0xa143003f
0x0d8660: 0xa143003f
0x0d8664: 0xa143003f
0x0d8668: 0xa143003f
0x0d866c: 0xa143003f
0x0d8670: 0xa143003f
0x0d8674: 0xa143003f
0x0d8678: 0xa143003f
0x0d867c: 0xa143003f
0x0d8680: 0xa143003f
0x0d8684: 0xa143003f
0x0d8688: 0xa143003f
0x0d868c: 0xa143003f
0x0d8690: 0xa143003f
0x0d8694: 0xa143003f
0x0d8698: 0x00000000
0x0d86a0: 0x00101010
0x0d8a98: 0x00000000
0x0d8aa0: 0x00800000
0x0d8aa4: 0x00000000
0x0d8aac: 0xa143003f
0x0d8ab0: 0xa143003f
0x0d8ab4: 0xa143003f
0x0d8ab8: 0xa143003f
0x0d8abc: 0xa143003f
0x0d8ac0: 0xa143003f
0x0d8ac4: 0xa143003f
0x0d8ac8: 0xa143003f
0x0d8acc: 0xa143003f
0x0d8ad0: 0xa143003f
0x0d8ad4: 0xa143003f
0x0d8ad8: 0xa143003f
0x0d8adc: 0xa143003f
0x0d8ae0: 0xa143003f
0x0d8ae4: 0xa143003f
0x0d8ae8: 0xa143003f
0x0d8aec: 0xa143003f
0x0d8af0: 0xa143003f
0x0d8af4: 0xa143003f
0x0d8af8: 0xa143003f
0x0d8afc: 0xa143003f
0x0d8b00: 0xa143003f
0x0d8b04: 0xa143003f
0x0d8b08: 0xa143003f
0x0d8b0c: 0xa143003f
0x0d8b10: 0xa143003f
0x0d8b14: 0xa143003f
0x0d8b18: 0xa143003f
0x0d8b1c: 0xa143003f
0x0d8b20: 0xa143003f
0x0d8b24: 0xa143003f
0x0d8b28: 0xa143003f
0x0d8b2c: 0xa143003f
0x0d8b30: 0xa143003f
0x0d8b34: 0xa143003f
0x0d8b38: 0xa143003f
0x0d8b3c: 0xa143003f
0x0d8b40: 0xa143003f
0x0d8b44: 0xa143003f
0x0d8b48: 0xa143003f
0x0d8b4c: 0xa143003f
0x0d8b50: 0xa143003f
0x0d8b54: 0xa143003f
0x0d8b58: 0xa143003f
0x0d8b5c: 0xa143003f
0x0d8b60: 0xa143003f
0x0d8b64: 0xa143003f
0x0d8b68: 0xa143003f
0x0d8b6c: 0xa143003f
0x0d8b70: 0xa143003f
0x0d8b74: 0xa143003f
0x0d8b78: 0xa143003f
0x0d8b7c: 0xa143003f
0x0d8b80: 0xa143003f
0x0d8b84: 0xa143003f
0x0d8b88: 0xa143003f
0x0d8b8c: 0xa143003f
0x0d8b90: 0xa143003f
0x0d8b94: 0xa143003f
0x0d8b98: 0xa143003f
0x0d8b9c: 0xa143003f
0x0d8ba0: 0xa143003f
0x0d8ba4: 0xa143003f
0x0d8ba8: 0xa143003f
0x0d8bac: 0xa143003f
0x0d8bb0: 0xa143003f
0x0d8bb4: 0xa143003f
0x0d8bb8: 0xa143003f
0x0d8bbc: 0xa143003f
0x0d8bc0: 0xa143003f
0x0d8bc4: 0xa143003f
0x0d8bc8: 0xa143003f
0x0d8bcc: 0xa143003f
0x0d8bd0: 0xa143003f
0x0d8bd4: 0xa143003f
0x0d8bd8: 0xa143003f
0x0d8bdc: 0xa143003f
0x0d8be0: 0xa143003f
0x0d8be4: 0xa143003f
0x0d8be8: 0xa143003f
0x0d8bec: 0xa143003f
0x0d8bf0: 0xa143003f
0x0d8bf4: 0xa143003f
0x0d8bf8: 0xa143003f
0x0d8bfc: 0xa143003f
0x0d8c00: 0xa143003f
0x0d8c04: 0xa143003f
0x0d8c08: 0xa143003f
0x0d8c0c: 0xa143003f
0x0d8c10: 0xa143003f
0x0d8c14: 0xa143003f
0x0d8c18: 0xa143003f
0x0d8c1c: 0xa143003f
0x0d8c20: 0xa143003f
0x0d8c24: 0xa143003f
0x0d8c28: 0xa143003f
0x0d8c2c: 0xa143003f
0x0d8c30: 0xa143003f
0x0d8c34: 0xa143003f
0x0d8c38: 0xa143003f
0x0d8c3c: 0xa143003f
0x0d8c40: 0xa143003f
0x0d8c44: 0xa143003f
0x0d8c48: 0xa143003f
0x0d8c4c: 0xa143003f
0x0d8c50: 0xa143003f
0x0d8c54: 0xa143003f
0x0d8c58: 0xa143003f
0x0d8c5c: 0xa143003f
0x0d8c60: 0xa143003f
0x0d8c64: 0xa143003f
0x0d8c68: 0xa143003f
0x0d8c6c: 0xa143003f
0x0d8c70: 0xa143003f
0x0d8c74: 0xa143003f
0x0d8c78: 0xa143003f
0x0d8c7c: 0xa143003f
0x0d8c80: 0xa143003f
0x0d8c84: 0xa143003f
0x0d8c88: 0xa143003f
0x0d8c8c: 0xa143003f
0x0d8c90: 0xa143003f
0x0d8c94: 0xa143003f
0x0d8c98: 0xa143003f
0x0d8c9c: 0xa143003f
0x0d8ca0: 0xa143003f
0x0d8ca4: 0xa143003f
0x0d8ca8: 0xa143003f
0x0d8cac: 0xa143003f
0x0d8cb0: 0xa143003f
0x0d8cb4: 0xa143003f
0x0d8cb8: 0xa143003f
0x0d8cbc: 0xa143003f
0x0d8cc0: 0xa143003f
0x0d8cc4: 0xa143003f
0x0d8cc8: 0xa143003f
0x0d8ccc: 0xa143003f
0x0d8cd0: 0xa143003f
0x0d8cd4: 0xa143003f
0x0d8cd8: 0xa143003f
0x0d8cdc: 0xa143003f
0x0d8ce0: 0xa143003f
0x0d8ce4: 0xa143003f
0x0d8ce8: 0xa143003f
0x0d8cec: 0xa143003f
0x0d8cf0: 0xa143003f
0x0d8cf4: 0xa143003f
0x0d8cf8: 0xa143003f
0x0d8cfc: 0xa143003f
0x0d8d00: 0xa143003f
0x0d8d04: 0xa143003f
0x0d8d08: 0xa143003f
0x0d8d0c: 0xa143003f
0x0d8d10: 0xa143003f
0x0d8d14: 0xa143003f
0x0d8d18: 0xa143003f
0x0d8d1c: 0xa143003f
0x0d8d20: 0xa143003f
0x0d8d24: 0xa143003f
0x0d8d28: 0xa143003f
0x0d8d2c: 0xa143003f
0x0d8d30: 0xa143003f
0x0d8d34: 0xa143003f
0x0d8d38: 0xa143003f
0x0d8d3c: 0xa143003f
0x0d8d40: 0xa143003f
0x0d8d44: 0xa143003f
0x0d8d48: 0xa143003f
0x0d8d4c: 0xa143003f
0x0d8d50: 0xa143003f
0x0d8d54: 0xa143003f
0x0d8d58: 0xa143003f
0x0d8d5c: 0xa143003f
0x0d8d60: 0xa143003f
0x0d8d64: 0xa143003f
0x0d8d68: 0xa143003f
0x0d8d6c: 0xa143003f
0x0d8d70: 0xa143003f
0x0d8d74: 0xa143003f
0x0d8d78: 0xa143003f
0x0d8d7c: 0xa143003f
0x0d8d80: 0xa143003f
0x0d8d84: 0xa143003f
0x0d8d88: 0xa143003f
0x0d8d8c: 0xa143003f
0x0d8d90: 0xa143003f
